acc,chain,code_string,condition,director,ent_type,generation,guess_time,markerPres,model,participant,phase,selected,target,terminator,trial,verb,vid_len,code_len
,chain3,"Chat+1hDine,look<left>+1hChat",Interaction only,A,loc,0,,n,,s2,testing,,restaurant,,,N,,2.0
,chain3,"1hScissors,2hScissors-HoldHair<left>,2hScissors-HoldHair<left>*2",Interaction only,A,act,0,,n,,s20,testing,,to give a haircut,,,Y,,3.0
,chain3,2hPray+bow,Interaction only,A,loc,0,,n,,s6,testing,,church,,,N,,1.0
,chain3,"2hPray,1hCollar,2hPray,nod",Interaction only,A,person,0,,n,,s5,testing,,vicar,,,N,,4.0
,chain3,"1hPalm<rightleft>,2hHoldBars,look,2hHoldBars<shake>",Interaction only,A,loc,0,,n,,s22,testing,,prison,,,N,,4.0
,chain3,"1hSing<right>,1hSing<right>",Interaction only,A,person,0,,n,,s13,testing,,singer,,,N,,2.0
,chain3,"Look+1hSee,all,2hPalm.Feel<left+right>",Interaction only,B,loc,0,,n,,s34,testing,,darkroom,,,N,,3.0
,chain3,"2hBowl-Mix,1hPour<left>,1hPour<right>,2hBowl-Mix,2hPush,2hPull",Interaction only,A,act,0,,n,,s4,testing,,to cook,,,Y,,6.0
,chain3,"2hHat<small>,2hGun<left>,2hGun<right>",Interaction only,B,person,0,,n,,s45,,,police officer,,,N,,3.0
,chain3,"2hPan.Outline,2hHoldPan<shake>,(1hHoldPan<shake>,1hStir),2hHoldPan<toss>,2hHoldPan<toss>",Interaction only,A,obj,0,,n,,s3,testing,,frying pan,,,N,,6.0
,chain3,"Sing+1hMicrophone<hold>,(1hMicrophone<hold>,1hPointatObj<atObj>)",Interaction only,A,obj,0,,y,,s15,testing,,microphone,,,N,,3.0
,chain3,"2hCamera<asymm,1Press>",Interaction only,A,act,0,,n,,s12,testing,,to take a photo,,,Y,,2.0
1.0,chain3,"2hScissors-HoldHair,2hScissors-HoldHair,1hPoint-Self,2hScissors-HoldHair",Interaction only,,person,1,1.36918,y,s17,D_32,testing,hairdresser,hairdresser,matcher,1.0,,11.894265,4.0
1.0,chain3,"2hTouchWrist,2hTouchWrist,2hWrists-Together,2hTouchWrist,2hTouchWrist",Interaction only,,obj,1,0.416482,n,,D_32,testing,handcuffs,handcuffs,matcher,3.0,,7.265854,5.0
1.0,chain3,"1hPalmSee,2hGun,2hRun,2hPull,2hTouchWrist,2hTouchWrist",Interaction only,,act,1,0.240347,n,s24,D_32,testing,to make an arrest,to make an arrest,matcher,5.0,,7.43538,6.0
1.0,chain3,"2hProc,2hProc,2hProc",Interaction only,,act,1,0.209983,n,s32,D_32,testing,to preach,to preach,matcher,7.0,,5.888622,3.0
1.0,chain3,"1hScissors<hold>,1hScissors,1hPalmtoFist",Interaction only,,obj,1,0.208246,n,s19,D_32,testing,scissors,scissors,matcher,9.0,,5.21539,3.0
1.0,chain3,"2hCamera,2hLens",Interaction only,,obj,1,0.280614,n,s35,D_32,testing,camera,camera,matcher,11.0,,5.577539,2.0
1.0,chain3,"2hBox,1hSing,2hViolin",Interaction only,,loc,1,0.168652,y,s38,D_32,testing,concert hall,concert hall,matcher,13.0,,6.703843,3.0
1.0,chain3,"2hOpenBook,2hSpoon-Hand,1hPalmChest,2hSpoon-Hand",Interaction only,,loc,1,0.224294,n,s2,D_32,testing,restaurant,restaurant,matcher,15.0,,9.730884,4.0
1.0,chain3,"2hScissors-HoldHair,2hScissors-HoldHair,1hScissors-Hair,1hScissors-Hair,1hPoint-Self,2hScissors-HoldHair,2hScissors-HoldHair",Interaction only,,act,1,0.31195,n,s20,D_32,testing,to give a haircut,to give a haircut,matcher,17.0,,18.64038,7.0
1.0,chain3,"2hPray,2hClaspHands",Interaction only,,loc,1,0.360544,n,s6,D_32,testing,church,church,matcher,19.0,,7.557605,2.0
1.0,chain3,"2hPray,1hCollar-Point,2hPray",Interaction only,,person,1,0.360806,n,s5,D_32,testing,vicar,vicar,matcher,21.0,,4.645401,3.0
1.0,chain3,"1hMovePalms,1hHoldBars,1hHoldBars,Look",Interaction only,,loc,1,0.528848,n,s22,D_32,testing,prison,prison,matcher,23.0,,7.249242,4.0
0.0,chain3,"2hCamera,1hPoint-Self,2hCamera",Interaction only,,person,1,0.529589,y,,D_32,testing,to take a photo,photographer,matcher,25.0,,6.253808,3.0
1.0,chain3,"1hSing,1hPoint-Self,1hSing",Interaction only,,person,1,0.439305,y,s13,D_32,testing,singer,singer,matcher,27.0,,5.607794,3.0
1.0,chain3,1hPalmSee,Interaction only,,loc,1,0.225921,n,s34,D_32,testing,darkroom,darkroom,matcher,29.0,,3.44686,1.0
1.0,chain3,"2hBowl,2hShake-HoldBowl,2hMix-HoldBowl,2hShake-HoldBowl,2hMix-HoldBowl,2hPutTray<in>,2hPutTray<out>",Interaction only,,act,1,0.22563,n,s4,D_32,testing,to cook,to cook,matcher,31.0,,8.920399,7.0
1.0,chain3,"2hScissors-HoldHair,2hScissors-HoldHair,2hBox,2hScissors-HoldHair",Interaction only,,loc,1,0.200938,y,,D_32,testing,hair salon,hair salon,matcher,33.0,,8.094751,4.0
1.0,chain3,"1hSing,1hSing,1hSing",Interaction only,,act,1,0.417831,n,,D_32,testing,to sing,to sing,matcher,35.0,,7.890305,3.0
1.0,chain3,"2hHat-Outline,2hGun,2hGun",Interaction only,,person,1,0.19362,n,s45,D_32,testing,police officer,police officer,matcher,37.0,,4.447936,3.0
1.0,chain3,"2hBowl,2hMix-HoldPan,2hShake-HoldPan,2hPanShake,2hToss",Interaction only,,obj,1,0.192323,n,s3,D_32,testing,frying pan,frying pan,matcher,39.0,,7.51549,5.0
1.0,chain3,"2hPray,2hSquare-Outline,2hOpenBook,2hOpenBook,2hPray",Interaction only,,obj,1,0.160416,n,,D_32,testing,bible,bible,matcher,41.0,,5.763742,5.0
1.0,chain3,"2hHat-Outline,2hShake-HoldPan,1hShake,1hPoint-Self",Interaction only,,person,1,0.288723,y,,D_32,testing,chef,chef,matcher,43.0,,6.374265,4.0
1.0,chain3,"1hMic,1hPoint<obj>,1hMic,1hPoint<obj>",Interaction only,,obj,1,0.256893,y,s15,D_32,testing,microphone,microphone,matcher,45.0,,7.035616,4.0
1.0,chain3,"2hCamera,2hCamera-Shape",Interaction only,,act,1,0.289125,n,s12,D_32,testing,to take a photo,to take a photo,matcher,47.0,,5.827314,2.0
0.0,chain3,"2hPanShake,2hShake-HoldPan,1hShake,2hPanShake,2hPalmsUp",Interaction only,,person,1,0.890443,n,,D_31,testing,to cook,chef,matcher,0.0,,9.080276,5.0
1.0,chain3,2hPray,Interaction only,,loc,1,0.538354,n,s6,D_31,testing,church,church,matcher,2.0,,5.359797,1.0
1.0,chain3,"1hFists,1hFists,2hTouchWrist,2hTouchWrist,2hWrists-Together,2hTouchWrist,2hTouchWrist,2hWrists-Together",Interaction only,,obj,1,0.651772,n,,D_31,testing,handcuffs,handcuffs,matcher,4.0,,9.389513,8.0
1.0,chain3,"2hPray,1hCollar-Point",Interaction only,,person,1,0.722394,n,s5,D_31,testing,vicar,vicar,matcher,6.0,,3.831823,2.0
1.0,chain3,"1hMovePalms,1hHoldBars,1hHoldBars",Interaction only,,loc,1,3.243213,y,s22,D_31,testing,prison,prison,matcher,8.0,,5.095713,3.0
1.0,chain3,"1hSing,1hSing",Interaction only,,person,1,1.466616,n,s13,D_31,testing,singer,singer,matcher,10.0,,5.730745,2.0
0.0,chain3,"2hCamera,2hCamera,2hCamera",Interaction only,,person,1,0.99591,n,,D_31,testing,to take a photo,photographer,matcher,12.0,,7.567873,3.0
0.0,chain3,"1hStrokeHair,2hScissors-HoldHair,2hScissors-HoldHair,1hScissors,1hPoint-Self,1hScissors,2hScissors-HoldHair",Interaction only,,loc,1,0.628364,n,,D_31,testing,to give a haircut,hair salon,matcher,14.0,,10.459936,7.0
1.0,chain3,"2hMix-HoldPan,2hShake-HoldPan,1hShake,2hMix-HoldPan",Interaction only,,act,1,0.562632,n,s4,D_31,testing,to cook,to cook,matcher,16.0,,6.05988,4.0
1.0,chain3,"2hPalmsDown,2hOpenBook,2hPray,2hOpenBook,2hPray",Interaction only,,obj,1,0.315782,n,,D_31,testing,bible,bible,matcher,18.0,,7.212449,5.0
1.0,chain3,"2hProc,2hProc,2hProc",Interaction only,,act,1,0.29088,n,s32,D_31,testing,to preach,to preach,matcher,20.0,,7.214607,3.0
1.0,chain3,"2hGun,2hRun,2hPull",Interaction only,,act,1,0.602943,n,s24,D_31,testing,to make an arrest,to make an arrest,matcher,22.0,,4.288602,3.0
1.0,chain3,"1hPoint<mouth>,1hSing,Sing,1hPalmChest",Interaction only,,act,1,0.34644,n,,D_31,testing,to sing,to sing,matcher,24.0,,4.891435,4.0
1.0,chain3,"1hMovePalms,2hSing,2hSing,2hViolin",Interaction only,,loc,1,0.467109,y,s38,D_31,testing,concert hall,concert hall,matcher,26.0,,6.508472,4.0
1.0,chain3,"1hScissors,1hPalmtoFist",Interaction only,,obj,1,0.219847,n,s19,D_31,testing,scissors,scissors,matcher,28.0,,3.390657,2.0
1.0,chain3,"2hCamera,2hLens,2hCamera,1hPoint<obj>,2hLens",Interaction only,,obj,1,0.705808,y,s35,D_31,testing,camera,camera,matcher,30.0,,8.885099,5.0
1.0,chain3,"2hHat-Outline,2hGun",Interaction only,,person,1,0.779167,n,s45,D_31,testing,police officer,police officer,matcher,32.0,,3.532651,2.0
1.0,chain3,"2hPan-Outline,2hShake-HoldPan,1hPanShake,2hToss",Interaction only,,obj,1,0.443723,y,s3,D_31,testing,frying pan,frying pan,matcher,34.0,,6.517519,4.0
1.0,chain3,"Look,1hPalmSee,1hPalmSee",Interaction only,,loc,1,0.218358,n,s34,D_31,testing,darkroom,darkroom,matcher,36.0,,5.860619,3.0
1.0,chain3,"1hPoint-Self,2hScissors-HoldHair",Interaction only,,person,1,0.23491,y,s17,D_31,testing,hairdresser,hairdresser,matcher,38.0,,3.754627,2.0
1.0,chain3,"2hScissors-HoldHair,2hScissors-HoldHair,2hScissors-HoldHair",Interaction only,,act,1,0.227146,n,s20,D_31,testing,to give a haircut,to give a haircut,matcher,40.0,,6.777717,3.0
1.0,chain3,"2hCamera,2hCamera-Shape",Interaction only,,act,1,0.282707,n,s12,D_31,testing,to take a photo,to take a photo,matcher,42.0,,8.157754,2.0
1.0,chain3,"1hMic,1hPoint<obj>",Interaction only,,obj,1,0.186597,y,s15,D_31,testing,microphone,microphone,matcher,44.0,,3.986447,2.0
1.0,chain3,"2hDine<repeated>,Look,1hDropHand",Interaction only,,loc,1,0.227942,n,s2,D_31,testing,restaurant,restaurant,matcher,46.0,,4.937617,3.0
1.0,chain3,"1hSing,1hPoint-Self,1hSing",Interaction only,,person,2,0.175967,y,,D_32,testing,singer,singer,matcher,1.0,,3.876312,3.0
1.0,chain3,"2hOpenBook,2hOpenBook,2hPray",Interaction only,,obj,2,0.169124,n,,D_32,testing,bible,bible,matcher,3.0,,5.910604,3.0
1.0,chain3,"2hPray,2hClaspHands,Look",Interaction only,,loc,2,0.13661,n,,D_32,testing,church,church,matcher,5.0,,4.859585,3.0
1.0,chain3,"2hCamera,2hCamera",Interaction only,,act,2,0.121541,n,,D_32,testing,to take a photo,to take a photo,matcher,7.0,,4.913309,2.0
1.0,chain3,"2hHat-Outline,2hBowl,2hShake-HoldBowl,1hShake,1hPoint-Self",Interaction only,,person,2,0.112554,y,,D_32,testing,chef,chef,matcher,9.0,,5.18643,5.0
1.0,chain3,"2hTouchWrist,2hTouchWrist,2hWrists-Together,1hPoint<obj>",Interaction only,,obj,2,0.177162,y,,D_32,testing,handcuffs,handcuffs,matcher,11.0,,6.810966,4.0
1.0,chain3,"2hBox,1hSing,2hViolin",Interaction only,,loc,2,0.089402,y,,D_32,testing,concert hall,concert hall,matcher,13.0,,6.256216,3.0
1.0,chain3,"1hMic,1hPoint<obj>,1hMic",Interaction only,,obj,2,0.041196,y,,D_32,testing,microphone,microphone,matcher,15.0,,3.982331,3.0
1.0,chain3,"1hPoint-Self,2hCamera,1hDirect,2hCamera,1hPoint-Self",Interaction only,,person,2,0.145594,y,,D_32,testing,photographer,photographer,matcher,17.0,,6.653171,5.0
1.0,chain3,1hPalmSee,Interaction only,,loc,2,0.112473,n,,D_32,testing,darkroom,darkroom,matcher,19.0,,3.479045,1.0
1.0,chain3,"2hHat-Outline,2hGun,2hGun",Interaction only,,person,2,0.144585,n,,D_32,testing,police officer,police officer,matcher,21.0,,4.382843,3.0
1.0,chain3,"1hFists,1hSing,1hSing,1hPoint<mouth>,1hSing",Interaction only,,act,2,0.120665,n,,D_32,testing,to sing,to sing,matcher,23.0,,6.157813,5.0
1.0,chain3,"2hProc,2hProc",Interaction only,,act,2,0.105456,n,,D_32,testing,to preach,to preach,matcher,25.0,,4.071686,2.0
1.0,chain3,"2hPan-Outline,2hShake-HoldPan",Interaction only,,obj,2,0.106217,y,,D_32,testing,frying pan,frying pan,matcher,27.0,,4.016103,2.0
1.0,chain3,"2hSpoon-Hand,2hSpoon-Hand,1hPalmChest",Interaction only,,loc,2,0.105641,n,,D_32,testing,restaurant,restaurant,matcher,29.0,,6.696697,3.0
1.0,chain3,"2hPray,1hCollar-Point,2hPray",Interaction only,,person,2,0.049275,n,,D_32,testing,vicar,vicar,matcher,31.0,,4.413183,3.0
1.0,chain3,"2hCamera,2hLens,2hCamera",Interaction only,,obj,2,0.099056,n,,D_32,testing,camera,camera,matcher,33.0,,5.848293,3.0
1.0,chain3,"2hScissors-HoldHair,2hScissors-HoldHair,1hScissors-Hair,2hScissors-HoldHair",Interaction only,,act,2,0.136443,n,,D_32,testing,to give a haircut,to give a haircut,matcher,35.0,,11.381135,4.0
1.0,chain3,"1hPoint-Self,2hScissors-HoldHair",Interaction only,,person,2,0.10444,y,,D_32,testing,hairdresser,hairdresser,matcher,37.0,,4.46089,2.0
1.0,chain3,"2hBox,2hScissors-HoldHair",Interaction only,,loc,2,0.056878,y,,D_32,testing,hair salon,hair salon,matcher,39.0,,5.558185,2.0
1.0,chain3,"1hScissors,1hPalmtoFist",Interaction only,,obj,2,0.073198,n,,D_32,testing,scissors,scissors,matcher,41.0,,5.129251,2.0
1.0,chain3,"1hPalmSee,2hGun,2hRun,2hPull,2hTouchWrist,2hTouchWrist,2hFists",Interaction only,,act,2,0.097985,n,,D_32,testing,to make an arrest,to make an arrest,matcher,43.0,,8.585946,7.0
1.0,chain3,"2hBowl,2hShake-HoldBowl,2hMix-HoldBowl,2hShake-HoldBowl,2hMix-HoldBowl",Interaction only,,act,2,0.104616,n,,D_32,testing,to cook,to cook,matcher,45.0,,7.271695,5.0
1.0,chain3,"1hMovePalms,1hHoldBars,2hShakeBars",Interaction only,,loc,2,0.056531,n,,D_32,testing,prison,prison,matcher,47.0,,5.858933,3.0
1.0,chain3,"1hScissors,1hPalmtoFist",Interaction only,,obj,2,0.266785,n,,D_31,testing,scissors,scissors,matcher,0.0,,3.544212,2.0
1.0,chain3,"1hPoint-Self,2hCamera,2hCamera,2hCamera",Interaction only,,person,2,2.11455,y,,D_31,testing,photographer,photographer,matcher,2.0,,4.316862,4.0
1.0,chain3,2hCamera,Interaction only,,act,2,0.235478,n,,D_31,testing,to take a photo,to take a photo,matcher,4.0,,5.026586,1.0
1.0,chain3,"1hPoint-Self,2hScissors-HoldHair,1hHoldHair",Interaction only,,person,2,0.234643,y,,D_31,testing,hairdresser,hairdresser,matcher,6.0,,4.553665,3.0
1.0,chain3,"2hMix-HoldPan,2hShake-HoldPan,1hShake,2hMix-HoldPan,2hPalmsUp",Interaction only,,act,2,0.23453,n,,D_31,testing,to cook,to cook,matcher,8.0,,6.139939,5.0
1.0,chain3,"2hCircle-Outline,2hTouchWrist,2hTouchWrist,2hWrists-Together",Interaction only,,obj,2,0.203918,n,,D_31,testing,handcuffs,handcuffs,matcher,10.0,,6.273314,4.0
0.0,chain3,"1hMovePalms,2hSing",Interaction only,,loc,2,0.243089,y,,D_31,testing,prison,concert hall,matcher,12.0,,4.296465,2.0
1.0,chain3,2hPray,Interaction only,,loc,2,0.194441,n,,D_31,testing,church,church,matcher,14.0,,4.480221,1.0
1.0,chain3,"2hOpenBook,2hPray",Interaction only,,obj,2,0.203688,n,,D_31,testing,bible,bible,matcher,16.0,,3.265567,2.0
1.0,chain3,"2hBox,Look,1hPalmSee,1hPalmSee",Interaction only,,loc,2,0.242548,y,,D_31,testing,darkroom,darkroom,matcher,18.0,,7.665827,4.0
1.0,chain3,"2hPan-Outline,2hMix-HoldPan,2hToss",Interaction only,,obj,2,0.226108,y,,D_31,testing,frying pan,frying pan,matcher,20.0,,6.173339,3.0
1.0,chain3,"1hMovePalms,1hHoldBars,1hHoldBars,Look,2hShakeBars",Interaction only,,loc,2,0.210792,y,,D_31,testing,prison,prison,matcher,22.0,,6.561182,5.0
1.0,chain3,"2hPray,1hCollar-Point",Interaction only,,person,2,0.218475,n,,D_31,testing,vicar,vicar,matcher,24.0,,3.874913,2.0
1.0,chain3,"1hPoint-Self,1hSing,1hSing",Interaction only,,person,2,0.219022,y,,D_31,testing,singer,singer,matcher,26.0,,5.238931,3.0
1.0,chain3,"1hMovePalms,2hScissors-HoldHair,2hScissors-HoldHair",Interaction only,,loc,2,0.459029,y,,D_31,testing,hair salon,hair salon,matcher,28.0,,6.208175,3.0
1.0,chain3,"2hHat-Outline,2hMix-HoldPan,2hShake-HoldPan",Interaction only,,person,2,0.180096,n,,D_31,testing,chef,chef,matcher,30.0,,4.816357,3.0
1.0,chain3,"2hCamera,2hLens",Interaction only,,obj,2,0.946906,n,,D_31,testing,camera,camera,matcher,32.0,,4.924583,2.0
1.0,chain3,"2hScissors-HoldHair,2hScissors-HoldHair,2hScissors-HoldHair",Interaction only,,act,2,0.235133,n,,D_31,testing,to give a haircut,to give a haircut,matcher,34.0,,6.583174,3.0
1.0,chain3,"1hMic,1hPoint<obj>",Interaction only,,obj,2,0.212496,y,,D_31,testing,microphone,microphone,matcher,36.0,,3.376012,2.0
1.0,chain3,"2hGun,2hRun,2hPull",Interaction only,,act,2,0.210617,n,,D_31,testing,to make an arrest,to make an arrest,matcher,38.0,,4.030997,3.0
1.0,chain3,"2hHat-Outline,2hGun,2hGun",Interaction only,,person,2,0.178845,n,,D_31,testing,police officer,police officer,matcher,40.0,,5.955531,3.0
1.0,chain3,"1hSing,1hSing",Interaction only,,act,2,0.194761,n,,D_31,testing,to sing,to sing,matcher,42.0,,5.053367,2.0
1.0,chain3,"1hSpoon<repeated>,1hDropHand",Interaction only,,loc,2,0.186967,n,,D_31,testing,restaurant,restaurant,matcher,44.0,,4.052103,2.0
1.0,chain3,"2hProc,2hProc,2hProc",Interaction only,,act,2,0.218801,n,,D_31,testing,to preach,to preach,matcher,46.0,,5.731248,3.0
1.0,chain3,"2hPray,1hCollar-Point",Interaction only,,person,3,0.064985,n,,D_32,testing,vicar,vicar,matcher,1.0,,4.088693,2.0
1.0,chain3,"1hScissors<hold>,1hScissors,1hPalmtoFist",Interaction only,,obj,3,0.049767,n,,D_32,testing,scissors,scissors,matcher,3.0,,3.200661,3.0
1.0,chain3,2hScissors-HoldHair<repeated>,Interaction only,,act,3,0.121198,n,,D_32,testing,to give a haircut,to give a haircut,matcher,5.0,,6.309846,1.0
1.0,chain3,"2hTouchWrist,2hTouchWrist,2hWrists-Together",Interaction only,,obj,3,0.072571,n,,D_32,testing,handcuffs,handcuffs,matcher,7.0,,4.406876,3.0
1.0,chain3,"2hBox,1hSing,2hViolin",Interaction only,,loc,3,0.049256,y,,D_32,testing,concert hall,concert hall,matcher,9.0,,5.275699,3.0
1.0,chain3,"2hHat-Outline,2hGun,2hGun",Interaction only,,person,3,0.072162,n,,D_32,testing,police officer,police officer,matcher,11.0,,4.340504,3.0
1.0,chain3,"2hBowl,2hShake-HoldBowl,2hMix-HoldBowl,2hShake-HoldBowl,2hMix-HoldBowl",Interaction only,,act,3,0.040594,n,,D_32,testing,to cook,to cook,matcher,13.0,,6.121193,5.0
1.0,chain3,"1hPoint-Self,2hCamera,1hDirect,2hCamera",Interaction only,,person,3,0.104346,y,,D_32,testing,photographer,photographer,matcher,15.0,,6.356667,4.0
1.0,chain3,"1hPalmSee,2hGun,2hRun,2hTouchWrist",Interaction only,,act,3,0.081721,n,,D_32,testing,to make an arrest,to make an arrest,matcher,17.0,,6.351207,4.0
1.0,chain3,"1hMovePalms,1hHoldBars,1hHoldBars,Look",Interaction only,,loc,3,0.104663,n,,D_32,testing,prison,prison,matcher,19.0,,6.188261,4.0
1.0,chain3,"2hPray,2hOpenBook,2hOpenBook,2hPray,2hOpenBook",Interaction only,,obj,3,0.040768,n,,D_32,testing,bible,bible,matcher,21.0,,4.14653,5.0
1.0,chain3,"2hPray,2hClaspHands,Look",Interaction only,,loc,3,0.080583,n,,D_32,testing,church,church,matcher,23.0,,2.862978,3.0
1.0,chain3,"1hPoint-Self,2hScissors-HoldHair",Interaction only,,person,3,0.073993,y,,D_32,testing,hairdresser,hairdresser,matcher,25.0,,3.61298,2.0
1.0,chain3,"1hSing,1hSing",Interaction only,,act,3,0.081283,n,,D_32,testing,to sing,to sing,matcher,27.0,,3.24337,2.0
1.0,chain3,"2hHat-Outline,1hPoint-Self,2hBowl,2hShake-HoldBowl,2hShake-HoldBowl",Interaction only,,person,3,0.05671,y,,D_32,testing,chef,chef,matcher,29.0,,6.54825,5.0
1.0,chain3,"2hBox,2hScissors-HoldHair,2hScissors-HoldHair",Interaction only,,loc,3,0.113347,y,,D_32,testing,hair salon,hair salon,matcher,31.0,,5.894183,3.0
1.0,chain3,"2hSpoon-Hand,1hPalmChest",Interaction only,,loc,3,0.064083,n,,D_32,testing,restaurant,restaurant,matcher,33.0,,4.089348,2.0
1.0,chain3,"2hPan-Outline,2hHoldPan,1hSqueeze,2hPanShake",Interaction only,,obj,3,0.089789,y,,D_32,testing,frying pan,frying pan,matcher,35.0,,4.40399,4.0
1.0,chain3,"2hCamera,2hCamera",Interaction only,,act,3,0.065174,n,,D_32,testing,to take a photo,to take a photo,matcher,37.0,,3.920945,2.0
1.0,chain3,"2hCamera,2hLens,2hLens,2hCamera",Interaction only,,obj,3,0.06598,n,,D_32,testing,camera,camera,matcher,39.0,,7.11572,4.0
1.0,chain3,"1hPalmSee,2hFeel",Interaction only,,loc,3,0.057596,n,,D_32,testing,darkroom,darkroom,matcher,41.0,,3.883604,2.0
1.0,chain3,"1hMic,1hPoint<obj>,1hMic",Interaction only,,obj,3,0.032393,y,,D_32,testing,microphone,microphone,matcher,43.0,,3.498086,3.0
1.0,chain3,"2hProc,2hProc",Interaction only,,act,3,0.032449,n,,D_32,testing,to preach,to preach,matcher,45.0,,4.526632,2.0
1.0,chain3,"1hPoint-Self,1hSing",Interaction only,,person,3,0.033943,y,,D_32,testing,singer,singer,matcher,47.0,,3.267824,2.0
1.0,chain3,"1hMovePalms,2hScissors-HoldHair,2hScissors-HoldHair",Interaction only,,loc,3,0.226144,y,,D_31,testing,hair salon,hair salon,matcher,0.0,,5.839,3.0
1.0,chain3,"1hMic,1hPoint<obj>",Interaction only,,obj,3,0.179076,y,,D_31,testing,microphone,microphone,matcher,2.0,,2.848104,2.0
1.0,chain3,"2hPray,1hCollar-Point",Interaction only,,person,3,0.162483,n,,D_31,testing,vicar,vicar,matcher,4.0,,4.048562,2.0
1.0,chain3,"2hCamera,2hPray",Interaction only,,obj,3,0.178353,n,,D_31,testing,camera,camera,matcher,6.0,,4.278819,2.0
1.0,chain3,2hPray,Interaction only,,loc,3,0.17879,n,,D_31,testing,church,church,matcher,8.0,,4.338761,1.0
1.0,chain3,2hCamera,Interaction only,,act,3,0.162461,n,,D_31,testing,to take a photo,to take a photo,matcher,10.0,,6.203313,1.0
1.0,chain3,"2hHat-Outline,2hGun,2hGun",Interaction only,,person,3,0.195309,n,,D_31,testing,police officer,police officer,matcher,12.0,,4.800588,3.0
1.0,chain3,"2hMix-HoldPan,2hShake-HoldPan,1hShake,2hMix-HoldPan",Interaction only,,act,3,0.203078,n,,D_31,testing,to cook,to cook,matcher,14.0,,5.836365,4.0
1.0,chain3,"2hProc,2hProc",Interaction only,,act,3,0.179746,n,,D_31,testing,to preach,to preach,matcher,16.0,,4.72781,2.0
1.0,chain3,"2hCircle-Outline,2hTouchWrist,2hTouchWrist,2hWrists-Together",Interaction only,,obj,3,0.17831,n,,D_31,testing,handcuffs,handcuffs,matcher,18.0,,5.501727,4.0
1.0,chain3,"Look,1hPalmSee,1hPalmSee",Interaction only,,loc,3,0.234799,n,,D_31,testing,darkroom,darkroom,matcher,20.0,,6.747733,3.0
1.0,chain3,"1hPoint-Self,1hSing",Interaction only,,person,3,0.546715,y,,D_31,testing,singer,singer,matcher,22.0,,3.473831,2.0
1.0,chain3,"2hPray,2hOpenBook",Interaction only,,obj,3,0.203271,n,,D_31,testing,bible,bible,matcher,24.0,,3.716611,2.0
1.0,chain3,"1hMovePalms,1hSpace,2hSing",Interaction only,,loc,3,0.266406,y,,D_31,testing,concert hall,concert hall,matcher,26.0,,6.054987,3.0
1.0,chain3,"2hScissors-HoldHair,2hScissors-HoldHair",Interaction only,,act,3,0.171135,n,,D_31,testing,to give a haircut,to give a haircut,matcher,28.0,,5.706141,2.0
1.0,chain3,"2hSpoon-Hand,Look,1hWave",Interaction only,,loc,3,0.178942,n,,D_31,testing,restaurant,restaurant,matcher,30.0,,3.455599,3.0
1.0,chain3,"2hHat-Outline,2hMix-HoldPan,2hShake-HoldPan",Interaction only,,person,3,0.202559,n,,D_31,testing,chef,chef,matcher,32.0,,4.409258,3.0
1.0,chain3,"1hPoint-Self,2hScissors-HoldHair",Interaction only,,person,3,0.179514,y,,D_31,testing,hairdresser,hairdresser,matcher,34.0,,3.084361,2.0
1.0,chain3,"1hScissors,1hPalmtoFist",Interaction only,,obj,3,0.618594,n,,D_31,testing,scissors,scissors,matcher,36.0,,1.903724,2.0
1.0,chain3,"1hMovePalms,1hHoldBars,1hHoldBars,Look",Interaction only,,loc,3,0.68248,y,,D_31,testing,prison,prison,matcher,38.0,,5.218112,4.0
1.0,chain3,"1hPoint-Self,2hCamera,2hCamera",Interaction only,,person,3,0.458652,y,,D_31,testing,photographer,photographer,matcher,40.0,,3.858901,3.0
1.0,chain3,"2hGun,2hRun,2hPull",Interaction only,,act,3,0.194439,n,,D_31,testing,to make an arrest,to make an arrest,matcher,42.0,,3.363386,3.0
1.0,chain3,"1hSing,1hSing",Interaction only,,act,3,0.219069,n,,D_31,testing,to sing,to sing,matcher,44.0,,3.8889,2.0
1.0,chain3,"2hPan-Outline,2hShake-HoldPan,2hMix-HoldPan",Interaction only,,obj,3,0.186756,y,,D_31,testing,frying pan,frying pan,matcher,46.0,,3.890321,3.0
1.0,chain3,"2hPray,1hCollar-Point,2hPray",Interaction only,,person,4,0.029305,n,,D_32,testing,vicar,vicar,matcher,1.0,,2.856716,3.0
1.0,chain3,"1hSing,1hSing",Interaction only,,act,4,0.064744,n,,D_32,testing,to sing,to sing,matcher,3.0,,3.401795,2.0
1.0,chain3,"2hHat-Outline,1hPoint-Self,2hBowl,2hShake-HoldBowl,2hBowl",Interaction only,,person,4,0.025377,y,,D_32,testing,chef,chef,matcher,5.0,,4.318035,5.0
1.0,chain3,"1hScissors,1hPalmtoFist",Interaction only,,obj,4,0.088537,n,,D_32,testing,scissors,scissors,matcher,7.0,,2.224298,2.0
1.0,chain3,"2hScissors-HoldHair,2hScissors-HoldHair",Interaction only,,act,4,0.063421,n,,D_32,testing,to give a haircut,to give a haircut,matcher,9.0,,5.144017,2.0
1.0,chain3,"1hPoint-Self,2hScissors-HoldHair",Interaction only,,person,4,0.027086,y,,D_32,testing,hairdresser,hairdresser,matcher,11.0,,3.498911,2.0
